title,url,image,openTypeList,detail,baseInfoKeyList,baseInfoValueList
单位,http://www.baike.com/wiki/单位,http://a2.att.hudong.com/23/81/20300543863594157364811557917_s.jpg,,单位，指机关、团体或属于一个机关、团体的各个部门；指数学方面或物理方面计量事物的标准量的名称。 一般有：米（m）、千米（km）、牛（顿） N、帕（斯卡）Pa等单位； 在佛教传统意义上讲单位，特指长度、质量、时间等的定量单位，也有专门的术语如：刹那、一瞬、弹指、须臾等。准确的说，单位就是将一定数量物质的集合规定为“1” ，成为一个单位。,名称：##拼音：##释义：##例句：##外文名称：##应用学科：,单位##dān wèi##机关、团体或属于一个机关、团体的各个部门##单位是一个相对概念##unit /department##数学，物理学，化学
地点,http://www.baike.com/wiki/地点,http://a3.att.hudong.com/00/96/50200009239445155965968495601_s.jpg,暗黑破坏神装备##词,汉语词汇，读音dì diǎn，意思是所在的地方。繁体为地点。,名称：##拼音：##释义：##近义词：##外文名称：,地点##dì diǎn##所在的地方##场所、所在、地方##place、site
部门,http://www.baike.com/wiki/部门,http://a3.att.hudong.com/52/93/50200009239445155964931754172_s.jpg,企业管理##管理学,部门，是一个组织的机构。通常一个公司单位会分成很多部门。统一体下设的若干分支机构或组织。,中文名：##拼 音：##释义1：##释义2：##举 例：,部门##bù mén##统一体下设的组织机构##组成某一整体的部分或单位##公司部门、国家部门
直博生,http://www.baike.com/wiki/直博生,http://a3.att.hudong.com/68/81/50200009239445155795817988418_s.jpg,博士##大学生,直博生全称为本科直博生，是指在应届本科毕业后（本科毕业时要求同时取得毕业证和学位证，毕业档案完整的移送），跳过硕士研究生阶段，直接以博士研究生身份攻读博士学位。,中文名：##要求：##难度：##特点：##类别：##释义：,直博生##高##大##推荐免试##学位##应届毕业后直接以博士研究生身
人身,http://www.baike.com/wiki/人身,http://a2.att.hudong.com/14/04/50200009239445156008043146031_s.jpg,佛学常见词汇##佛教##佛教术语##宗教##术语##权利##社会##词语##身体,基本解释，人的身体；亦指人的行为、名誉等，是法律意义上的名词，人身伤害罪。,中文名：##外文名：##拼音：##目前状况：##词 义：,人身##[human body]##rén shēn##使用中##人的健康、生命、行动及声誉
电子,http://www.baike.com/wiki/电子,http://a4.att.hudong.com/70/57/50200009239445155800574022682_s.jpg,,最早发现的基本粒子。带负电，电量为1.602176634×10库仑，是电量的最小单元。质量为9.10956×10kg。 常用符号e表示。1897年由英国物理学家约瑟夫·约翰·汤姆生在研究阴极射线时发现。一切原子都由一个带正电的原子核和围绕它运动的若干电子组成。电子的定向运动形成电流，如金属导线中的电流。利用电场和磁场，能按照需要控制电子的运动(在固体、真空中)，从而制造出各种电子仪器和元件，如各种电子管、电子显微镜等。电子的波动性于1927年由晶体衍射实验得到证实。,中文名：##英文名：##应用学科：##所带电荷：##质 量：##表示符号：##本 质：##发现者：,电子##Electron、Electronic##化学、物理##-1.602×10⁻¹⁹库仑##9.10956×10-31kg千克，511keV##e##属于费米子##约瑟夫·约翰·汤姆孙
票,http://www.baike.com/wiki/票,http://a3.att.hudong.com/27/99/50200009239445155971994450288_s.jpg,,票是指在商品交易中由卖方填制，交与买方，用于证明交易成立货物发出的一种原始凭证，又称发货票。,提出者：##是指：##属于：,孙海明##在商品交易中由卖方填制##证明交易成立货物发出的原始凭证
地址,http://www.baike.com/wiki/地址,//www.huimg.cn/entry/images/summary_default270x233.png,,地址，是一串的字符，内含国家、省份、城市或乡村、街道、门牌号码、屋邨、大厦等建筑物名称，或者再加楼层数目、房间编号等。一个有效的地址应该是独一无二，有助邮差等物流从业员派送邮件，或者上门收件。除了物流业，其它例如朋友聚会、登门拜访、求职招聘、公司注册登记等，也必须有一个地址。由于文化差异，世界各地的地址字符顺序有所不同。例如中式地址顺序如上，而英式的顺序刚好是倒转，即是先写房号、门牌号数，最后是写出国家名称。内存中每个用于数据存取的基本单位，都被赋予一个唯一的序号，称为地址。,中文名：##英文名：##释义：##词性：,地址##Address##位置##名词
老师,http://www.baike.com/wiki/老师,http://a2.att.hudong.com/22/42/20300576608978158469420855482_s.jpg,职业,老师是指传授学生知识的人，也泛指在某方面值得学习和能够给大家带来一定正确知识和指导，有能力的人。 2016年，我国各级各类学校专任教师数为1578.2万人，其中，普通小学专任教师为578.9万人，初中阶段专任教师为348.8万人，全国幼儿园专任教师数为223.2万人，全国特殊教育专任教师数为5.3万人，全国普通高中专任教师173.3万人，全国中等职业学校专任教师为84.0万人，全国普通高等学校专任教师160.2万人。,中文名：##外文名：##所属行业：##性质：##拼音：##概述：##相关节日：,老师##teacher; moolvie##教育##从事教育教学工作的专业人员##lǎo shī##传授学生知识的人##教师节
出版物,http://www.baike.com/wiki/出版物,http://a4.att.hudong.com/48/58/50200009239445155970585473030_s.jpg,奥运术语##社会##科技,出版物是指以传播为目的贮存知识信息并具有一定物质形态的出版产品。,中文名：##英文名：##拼音：##定义：##注 音：,出版物##Publications##chū bǎn wù##指以传播为目的贮存知识信息并具有一定物质形态的出版产品##ㄔㄨ ㄅㄢˇ ㄨˋ
汽车票,http://www.baike.com/wiki/汽车票,http://a2.att.hudong.com/15/94/50200009239445155972943594823_s.jpg,生活,汽车票订票：订票成功后，订票系统会自动生成订-票单（订单号）乘客可凭有效证件及订单号在-车站或代售点取票在车站指定窗口或代售点取车票时，不收取票价以外的任何费用（可送票（免费）开始实行的新客运票价，由客运车型运价、旅客站务费、单座车辆通行费、燃油附加费和其他法定收费组成。,中文名：##英文名：##特殊用途：##普通用途：##分类：##拼音：,汽车票##bus ticket##报销证明##乘坐汽车的依据##长途票、短途票、公共汽车票##qì chē pìao
武汉大学,http://www.baike.com/wiki/武汉大学,http://a3.att.hudong.com/15/59/20300545093656156134590880313_s.jpg,,武汉大学（Wuhan University），简称“武大”，是由中华人民共和国教育部直属的全国重点大学，是国家首批“双一流”建设高校，985工程、211工程重点建设高校；入选2011计划、111计划、珠峰计划、卓越医生教育培养计划、卓越法律人才教育培养计划、卓越工程师教育培养计划、新工科研究与实践项目、国家级大学生创新创业训练计划、国家大学生创新性实验计划、国家建设高水平大学公派研究生项目、全国深化创新创业教育改革示范高校、中国政府奖学金来华留学生接收院校、首批学位授权自主审核高校。,中文名：##外文名：##别称：##创办时间：##学校类别：##学校类型：##学校属性：##所属地区：##现任校长：##知名校友：##主管部门：##硕士点：##博士点：##博士后流动站：##校训：##校歌：##专职院士：##主要院系：##国家重点学科：##学校地址：##学校代码：##主要奖项：##创办人：##现任领导：##本科专业：##校庆日：##实验室：##人文资深教：##首席科学家：##长江学者：##发展定位：##开放时间：##票价：##类别：,武汉大学##Wuhan University(WHU)##武大（WHU）##1893年##公立大学##综合##985工程、211工程、七校联合办学##中国湖北武汉##窦贤康##辜鸿铭，竺可桢，章伯钧，闻一多、郁达夫、叶圣陶，李达，李四光，孙叔平，张培刚，刘道玉，陈东升，雷军等##中华人民共和国教育部##347个##250个##科研流动站42个##自强 弘毅 求是 拓新##《武汉大学校歌》##中国科学院院士10、中国工程院院士10（含双聘）、欧亚科学院院士3##经管学院、法学院、生科学院、测绘学院##一级学科5个、二级学科46个##武汉市武昌区珞珈山##10486##《泰晤士报》全球CEO母校排名世界第七、国家自然科学奖、国家发明奖、国家科技进步奖69项、获评第一届全国文明校园##张之洞##党委书记韩进##126个##11月29日##5个国家重点实验室##授8##22##46##世界一流大学##全天##免费##主题体验
学生证,http://www.baike.com/wiki/学生证,http://a3.att.hudong.com/14/22/50200009239445155800222891407_s.jpg,,学生证，就是刚入校时由学校签发给该校已获得学籍的学生的身份证明证件，用以证明学生在该校就读并证明学生身份。一般上面会有盖有学校钢印的本人一寸彩色或者黑白照片，如是大学生，有你所在学院以及班级，还有你的在校年限（入学时间－－毕业时间）。学生持学生证可以享受乘坐火车、汽车、外出旅游等优惠待遇。学生证限本人使用，不得转借他人使用。新生学生证和校徽的发放在新生入学报到两周后开始办理。,中文名：##英文名：##定义：##类型：##类别：##种类：,学生证##Student id card##学生的身份证明证件##概念##证件##学生证，国际学生证
个人,http://www.baike.com/wiki/个人,http://a2.att.hudong.com/35/14/50200009239445155965144587851_s.jpg,人物##分子生物学##劳动合同##文学##科学##自然科学##语言,个人，或者称个体，一般指一个人或是一个群体中的特定的主体。,名称：##拼音：##释义：##反义词：##外文名称：##外文名：,个人##gè rén##指一个人或是一个群体中的特定的主体##集体##personal##personal
食宿,http://www.baike.com/wiki/食宿,//www.huimg.cn/entry/images/summary_default270x233.png,乡村教育##少儿救助##爱心助学##词语,食宿释义：指吃饭与住宿。亦泛指生活。,名称：,食宿
夏令营,http://www.baike.com/wiki/夏令营,http://a4.att.hudong.com/28/79/50200009239445155800799764278_s.jpg,,夏令营（Summer Camp）是暑假期间提供予儿童及青少年的一套受监管的活动，参加者可从活动中寓学习于娱乐，具有一定的教育意义。,中文名：##英文名：##其他外文名：##起源：##时间：##对象：,夏令营##Summer camp##여름 캠프##美国##寒暑假期间##儿童及青少年
八一路,http://www.baike.com/wiki/八一路,http://a3.att.hudong.com/05/03/50200009239445155972035993461_s.jpg,,八一路位于江苏宿迁沭阳县境内 ，建于2000年，西面有徐庄、城东新村、沭阳烈士陵园、人武部，西面有四季花园、中英文学校。北面是东莞路，南面是S326国道。1958年，沭阳县人民政府行文修建烈士陵园。陵园南北长250米，东西宽120米，占地40亩。始建时，园中仅有烈士墓三座。后经1963年、1975年和1985年三次扩建，现在，陵园内有纪念塔、纪念碑、纪念亭、烈士史迹陈列馆等多组纪念性建筑。,,
技能,http://www.baike.com/wiki/技能,//www.huimg.cn/entry/images/summary_default270x233.png,,[know-how;craftsmanship;technique ability] 指掌握并能运用专门技术的能力。指技术、能力。,中文名：##拼音：##解释：##示例：,技能##jìnéng##技艺才能##《管子·形势解》
等级分,http://www.baike.com/wiki/等级分,http://a4.att.hudong.com/56/97/50200009239445155971978019447_s.jpg,,等级分是指由匈牙利裔美国物理学家Elo创建的一个衡量各类对弈活动水平的评价方法，是当今对弈水平评估的公认的权威方法。被广泛用于国际象棋、围棋、足球、篮球等运动。,中文名：##广泛用于：##基 于：##创 建：,等级分##国际象棋、围棋、足球、篮球##统计学的一个评估棋手水平的方法##匈牙利裔美国物理学家Elo
吴黎兵,http://www.baike.com/wiki/吴黎兵,http://a0.att.hudong.com/03/44/20200000193793149196449787473_s.jpg,人物##教授,吴黎兵，男，1972年出生，现任武汉大学计算机学院副院长 、校工会副主席（兼），民革武汉大学委员会主委，湖北省十二届青联委员，博士（毕业于武汉大学计算机应用专业），武汉大学计算机学院教授/博导，IEEE会员，中国计算机学会高级会员，曾任CCF YOCSEF武汉副主席 。2011.03--2011.09美国University of Kentucky计算机科学系访问学者。2017.08--2017.09美国纽约州立大学布法罗分校访问 。近年来主持国家自然科学基金、国家科技部支撑计划子课题、中国博士后科学基金、科技型中小企业创新基金、湖北省自然科学基金、湖北省科技支撑计划、武汉市软件发展基金等项目的研究工作，曾参加国家863计划引导项目、可信软件重大研究计划等研究工作。目前已发表110余篇学术论文，其中80多篇被SCI/EI收录。曾获第五届互联网学术会议最佳论文奖、第十二届中国计算机网络与通信学术会议优秀论文奖。担任杂志IEEE Transactions on Vehicular Technology，IEEE Transactions on Cloud Computing，IEEE Transactions on SMC，IEEE System Journal等国际期刊审稿人。近年来在清华大学出版社、机械工业出版社、武汉大学出版社主编或参编教材8部。目前的项目主要是研究车联网通信及安全、软件定义网络、网络行为分析等。,中文名：##性别：##民族：##国籍：##职业：##毕业院校：,吴黎兵##男##汉族##中国##教师##武汉大学
生源,http://www.baike.com/wiki/生源,http://a0.att.hudong.com/38/64/20300544000008148169644973757_s.jpg,生物学##生物工程##药学名词##进化论##食品,生源（天津）生物工程有限公司成立于1992年，是INC 国际坚果协会会员，2010年北京峰会赞助商。致力于提供优质烘焙食品及休闲食品，产品涵盖丰富，在中国同类食品生产商中居于领导地位。,中文名称：##组织形式：##创建时间：##类型：##经营范围：,生源（天津）生物工程有限公司##个人独资##1992##民营##提供优质烘焙食品及休闲食品
院,http://www.baike.com/wiki/院,http://a2.att.hudong.com/32/70/50200009239445155955701937915_s.jpg,文字##汉字##汉语,院是形声字，阝（阜）为形，完为声。读作yuàn，本意指围墙。后指有围墙的院子、房屋。此外，院在旧时也指官署。在现代有些组织、政府机构也叫院，如“法院”。,中文名：##拼音：##外文名：##笔画：##部首：##部首笔划：##五笔码：##仓颉码：##郑码：##四角号码：##UniCode：##释义：,"院##yuàn##yard（院子）##9##阝##2##BPFQ##NLJMU##YWBR##73212##U+9662##庭院,院子"
素质,http://www.baike.com/wiki/素质,http://a4.att.hudong.com/28/06/50200009239445155958061093366_s.jpg,人体生理学##应用科学##心理学##心理学名词##心理学术语##有机化合物##科学##自然辩证法名词,素质，拼音sù zhì，指思想、文化、身体，即代表德、智、体三个方面。 素质的高低不以人种而划分，任何地方都有素质高的人和素质低的人。素质提高代表着着德、智、体的全面发展。,名称：##拼音：##近义词：##外文名称：##著作：,素质##sù zhì##品质、修养、涵养##Quality##《素质教育初论》
工程,http://www.baike.com/wiki/工程,http://a4.att.hudong.com/71/61/50200009239445155972613669807_s.jpg,,工程是科学和数学的某种应用，通过这一应用，使自然界的物质和能源的特性能够通过各种结构、机器、产品、系统和过程，是以最短的时间和最少的人力、物力做出高效、可靠且对人类有用的东西。将自然科学的理论应用到具体工农业生产部门中形成的各学科的总称。,名称：##拼音：##外文名称：##类别：##注 音：,工程##gōng chéng##Engineering##词语##ㄍㄨㄙ ㄔㄥˊ
纸质,http://www.baike.com/wiki/纸质,//www.huimg.cn/entry/images/summary_default270x233.png,内衣袋##喜糖袋##巧克力包装##手提袋##月饼包装##烘焙包装##珠宝盒##电子产品包装##礼品盒##糖果盒##红酒盒##纸箱##耳机包装盒##饰品袋##首饰盒,用以印制邮票的纸较多，这些纸张由于原材料及生产工艺不同，生产出来的成品纸；其质量也各不相同，这些纸张的材质，称纸质。纸质是研究邮票判别及鉴别真伪的重要依据。如清代海关大龙票，可以通过纸质研究来分辨出发行于1878年的薄纸大龙，发行于1883年的厚纸大龙。[1],,
说明,http://www.baike.com/wiki/说明,http://a2.att.hudong.com/02/36/50200009239445155960369869538_s.jpg,词语,说明是一个汉语词汇，读音为shuō míng，属于动词，意思是解释清楚，讲明解；说明原因。也指解释的话；说明的文字；证明。,名称：##拼音：##出处：##外文名称：,说明##shuō míng##《二刻拍案惊奇》##illustrate；explain
校园,http://www.baike.com/wiki/校园,http://a3.att.hudong.com/32/75/20300001220069157732757589471_s.jpg,,校园，指大学、学院或学校校园中的各种景物及其建筑；凡是学校教学用地或生活用地的范围，均可称作校园。,名称：##外文名称：##作品别名：##校园生活：,校园##campus##学院，学校##学习，情感，娱乐，社团，社交
专题,http://www.baike.com/wiki/专题,http://a4.att.hudong.com/44/56/50200009239445156347569763925_s.jpg,名词##名词解释##地理信息系统名词,所谓专题，是指针对某个特定对象而特别收集制作而成的一种集中作品，这个对象可以是具体的某个人物或者某个事物，也可以是某个抽象的范围或者领域。在网络上这种作品一般表现为游戏专题或者新闻专题，其中的新闻专题又包括人物专题和新闻热点专题等。,名称：##拼音：##出处：##释义：##作品名称：##外文名称：,专题##zhuāntí##《列宁专题文集》##1.某个东西的内容集中收集，就形成专题，网络上通常指游戏专题或者新闻专题。如《列宁专题文集》。 2.专门研究或讨论的题目。##《列宁专题文集》##a special or designated topic or subject
成绩,http://www.baike.com/wiki/成绩,http://a2.att.hudong.com/47/65/50200009239445155978654031330_s.jpg,考试术语,成绩是汉语词汇，拼音chéng jì，汉语词性上是名词。“绩”古语最初含义是:把麻和棉搓（cuō）捻成线，成绩就是“制成棉麻线”，后来随着古代人文章里各种情景引用的和比喻，到现在，慢慢有了两重词义：一是指“成功的业绩，成效”；另外一个是指“工作或学习所取得的成就﹐收获”。,近义词：,成就
章,http://www.baike.com/wiki/章,http://a2.att.hudong.com/84/75/50200009239445155964753326831_s.jpg,,章（Zhāng）姓，在《百家姓》中排第40位。章姓一般出自于姜姓、任姓，也因他姓而改姓、因他族而改姓，当代章姓人口已达150万，占全国总人口的0.12%，为排行一百一十八位的大姓。,中文名：##拼音：##繁体：##笔画：##部首：##部首笔划：##笔顺：##五笔码：##仓颉码：##郑码：##四角号码：##UniCode：##笔画读音：##统一汉字：,章##zhāng##章##11##立##5##41431251112##UJJ##ytaj##suke##00406##CJK##捺横捺撇横竖横折横横横竖##U+7AE0
李宗鹏,http://www.baike.com/wiki/李宗鹏,//www.huimg.cn/entry/images/summary_default270x233.png,,"男，I978年2月生。山东省滨州市沾化区人，现就读于山东经济学院财政金融系财政学（97）专业，本科学历。中学阶段，学习成绩优异，曾任学习委员、文体委员、团支书和班长，历年被评为""三好学生""、''优秀团员""，并且朵获滨州地区颁发的""雷锋奖""。1997年以优异成绩考入山东经济学院财政金融系财政学（税收方向）专业，现任卫生委员。步人大学以来，在各方面严格要求自己，努力提高自身素质，学习成绩位居前列．并多次获得奖学金，荣获系级""三好学生''。广泛阅读各种文章，并在引〈山东经济学院报》中发表文章数篇，包括《乡间小路》、《积极的财政政策不会导致通货膨胀》等。1999年荣获山东经济学院财政金融系""星火征文""论文大赛的三等奖。",,
报告,http://www.baike.com/wiki/报告,http://a1.att.hudong.com/76/81/50200009239445155959812827340_s.jpg,,报告使用范围很广。按照上级部署或工作计划，每完成一项任务，一般都要向上级写报告，反映工作中的基本情况、工作中取得的经验教训、存在的问题以及今后工作设想等，以取得上级领导部门的指导。,名称：##类型：##作用：##性质：##外文名：,报告##文种##反映工作中的基本情况##公文格式##Presentation
科目,http://www.baike.com/wiki/科目,http://a3.att.hudong.com/35/28/20300576606602158211289042640_s.jpg,制度##历史##文化##文学##词汇,“教学科目”也称“科目”。教学中按逻辑程序组织的一定知识和技能范围的单位。如中小学的数学、物理、语文、音乐等；高等学校心理学系的普通心理学、儿童心理学、教育心理学等。,名称：##拼音：##出处：##释义：,科目##kēmù##《云麓漫钞》##唐 代以来分科选拔官吏的名目
年级,http://www.baike.com/wiki/年级,http://a0.att.hudong.com/84/46/50200009239445155999465330083_s.jpg,乡村教育##学校##少儿救助##教育##爱心助学,年级是一个汉语词语。含义是：学校中依据学生修业年限分学生为若干级谓之年级。如我国现行学制一般规定小学修业年限为六年，学校中就编为六个年级。学生入学第一学年为一年级，第二学年升入二年级，馀类推。同一年级学生人数多者，再分成若干班，中小学一般分五十人为一班。,中文名：##外文名：,年级##grade；year
质量,http://www.baike.com/wiki/质量,//www.huimg.cn/entry/images/summary_default270x233.png,,质量的内容十分丰富，随着社会经济和科学技术的发展，也在不断充实、完善和深化，同样，人们对质量概念的认识也经历了一个不断发展和深化的历史过程。物理学中，质量是七个基本单位之一，用来表示“物体平动的惯量”和“物体对其他物体的引力大小的量度”。质量目标的定义是：“在质量方面所追求的目的”。从质量管理学的理论来说，质量目标的理论依据是行为科学。产品明示的质量要求，是指生产者对产品的质量所作出的明确的质量承诺法。,,
智能,http://www.baike.com/wiki/智能,//www.huimg.cn/entry/images/summary_default270x233.png,,智能（intelligence and ability）的基本解释是指人的智慧和行动能力发展学生智能。从感觉到记忆到思维这一过程，称为“智慧”，智慧的结果就产生了行为和语言，将行为和语言的表达过程称为“能力”，两者合称“智能”，将感觉、记忆、回忆、思维、语言、行为的整个过程称为智能过程，它是智力和能力的表现。它们分别又可以用“智商”和“能商”来描述其在个体中发挥智能的程度。“情商”可以调整智商和能商的正确发挥，或控制二者恰到好处地发挥它们的作用。根据霍华德·加德纳的多元智能理论，人类的智能可以分成包括语言、逻辑、空间、肢体运作、音乐、人际、内省在内的七个范畴。,中文名：##英文名：##解 释：##出 处：,智能##intelligence and ability##人的智慧和行动能力发展学生智能##《管子·君臣上》
计划,http://www.baike.com/wiki/计划,http://a2.att.hudong.com/28/15/50200009239445155960155130080_s.jpg,,在管理学中，计划具有两重含义，其一是计划工作，是指根据对组织外部环境与内部条件的分析，提出在未来一定时期内要达到的组织目标以及实现目标的方案途径。其二是计划形式，是指用文字和指标等形式所表述的组织以及组织内不同部门和不同成员，在未来一定时期内关于行动方向、内容和方式安排的管理文件。,名称：##拼音：##外文名称：##分类标准：##日译：##有两重含义：,计划##jì huà##plan##重要性、时间界限、明确性##计画##其一是计划工作，其二是计划形式
珞珈,http://www.baike.com/wiki/珞珈,http://a4.att.hudong.com/64/66/50200009239445155958668140337_s.jpg,人物##作家##名人##学者##文学家,珞珈，武汉大学的别称，因为武汉大学所在珞珈山，珞珈二字便成为了武汉大学的别称。,中文名：##别名：##校训：##创建时间：##类型：##学校地址：##知名教师：##附属机构：##硕士点：##博士点：,珞珈##武汉大学##自强、弘毅、求是、拓新##1893年##大学##珞珈山##袁昌英##国立##347##250
笔试,http://www.baike.com/wiki/笔试,http://a2.att.hudong.com/68/34/50200009239445155357348859428_s.jpg,乡村教育##其他职业##少儿救助##爱心助学##社会##考试术语##职业,笔试(Written Test)是一种与面试对应的测试，是以填写的方法考核应聘者学识水平的重要工具。这种方法可以有效的测量应聘人的基本知识、专业知识、管理知识、综合分析能力和文字表达能力等素质及能力的差异。,名称：##用法：##外文名称：##属性：##知识层面：,笔试##中性##Written Test##一种与面试对应的测试##基本知识、专业知识
封面,http://www.baike.com/wiki/封面,http://a4.att.hudong.com/62/08/50200009239445155964084164352_s.jpg,,封面，是指书刊外面的一层。有时特指印有书名、著者或编者、出版者名称等的第一面。语出巴金《家》十一：“祖父方才给我的一本线装书，我看了封面上白纸签条的题名：《刘芷唐先生教孝戒淫浅训》，就觉得头痛。”,名称：##拼音：##定义：##制作材料：##作用：,封面##fēng miàn##书刊指最外面的一层##厚纸、布、皮等##美化书刊和保护书芯的作用
整体,http://www.baike.com/wiki/整体,http://a2.att.hudong.com/40/68/50200009239445155962681426235_s.jpg,,整体是指一个由有内在关系的部分所组成的体系对象。各个组成部分一定有某种内在关系，或功能互补，或利益共同，或协调行动等等。简单地说，就是一个有组织的事物。一般情况下，“整体”有一定的组成原则、组织规则、组织机构、运转规则和运行秩序等。,名称：##释义：,整体##指一个由有内在关系的部分所组成的体系对象
仪式,http://www.baike.com/wiki/仪式,http://a0.att.hudong.com/67/15/50200009239445155867159651263_s.jpg,,仪式，多指典礼的秩序形式，如升旗仪式等，在古代这个词也有取法、仪态或者指测定历日的法式制度的意思。,名称：##拼音：##出处：##释义：##近义词：##外文名称：,仪式##yí shì##《诗·周颂·我将》##典礼的秩序形式##典礼 庆典##儀式　ぎしき
方式,http://www.baike.com/wiki/方式,http://a1.att.hudong.com/22/87/50200009239445155960870308671_s.jpg,,方式指言行所采用的方法和样式。在一定的生产力发展水平条件下，表现人类的朴素的自然科学技术和社会科学技术发展水平，以及经济、文化发展水平，新近的管理科学技术发展水平等。,名称：##拼音：##释义：##近义词：##外文名称：,方式##fāng shì##指言行所采用的方法和样式##方法##way、manner
张三,http://www.baike.com/wiki/张三,http://a3.att.hudong.com/77/83/50200009239445155972832676557_s.jpg,,东北地区用张三指代狼，泛指人称代词，代表普通的某个人，多指男性。在某些方言或与语境里有特殊意义。,名称：##释义：##国籍：##民族：##别意：##民间用词：##同义词：,张三##中国人最耳熟能详的名字##中国##汉##东北地区用张三指代狼##一般用来举例##李四、王二麻子
奖金,http://www.baike.com/wiki/奖金,http://a1.att.hudong.com/07/14/50200009239445155866148721786_s.jpg,,奖金是指对劳动者提供的超额劳动所支付的报酬，是实现按劳分配的一种补充形式。奖金大体上可分为两类： 一类是由于劳动者提供超额劳动，直接增加了社会财富 (例如增产、节约等) 而给予的奖励；另一类是由于劳动者提供超额劳动，为增加社会财富创造了条件 (例如技术革新等) 而给予的奖励。根据超额劳动的情况，奖金又可以分为综合奖和单项奖两种形式。综合奖是根据劳动者各个方面的贡献全面地综合评定的奖金；单项奖则是根据劳动者某一方面的优良成绩评定的奖金。,名称：##释义：##外文名称：##日語：##构成：##特点：,奖金##主要是指作为一种工资形式##bonus，reward，premium##賞金　しょうきん##奖励指标##奖金具有很强的针对性和灵活性
部分,http://www.baike.com/wiki/部分,http://a0.att.hudong.com/63/15/50200009239445155966153966283_s.jpg,机械零件##物理学##生物化学##科学##自然科学##药学名词##语言学,部分是一个汉语词汇，读音为bù fen，一般指整体中的局部；整体里的一些个体；部分还有部位；所处的位置；裁决；处理等意思。,名称：##拼音：##释义：##外文名称：##类别：,部分##bù fen##指整体中的局部；所处的位置；裁决；处理。##섹션##词语
姓名,http://www.baike.com/wiki/姓名,http://a4.att.hudong.com/25/85/50200009239445155956850336284_s.jpg,中文姓名##姓##姓名##法律##社会,姓名，由姓和名组成，也称名字。人的姓名，是人类为区分个体，给每个个体给定的特定名称符号，是通过语言文字信息区别人群个体差异的标志。,名称：##拼音：##组成：##别称：##取名时间：##名字长度：##英语姓名：,姓名##name##姓和名##名字##小孩生下来三个月后由父亲命名##习惯用两个字或一个字##教名加中间名加姓
学子,http://www.baike.com/wiki/学子,http://a2.att.hudong.com/17/81/50200014992522154421811309507_s.jpg,,学子即学生也，在学校学习的人或虽年长而仍在求学的人。,中文名：##名称：##释义：##出处：##例句：,学子##学子##学子即学生也##《毛传》##青衿，青领也，学子之所服
硕士,http://www.baike.com/wiki/硕士,http://a4.att.hudong.com/14/75/50200009239445155964756036910_s.jpg,乡村教育##二字一般称谓##医学术语##学位##少儿救助##应用科学##教育##教育史##爱心助学##科学,硕士是一个介于学士及博士之间的研究生学位，拥有硕士学位者通常象征具有对其专注、所研究领域的基础的独立的思考能力。,中文名：##主要是指：##类别：##起源时间：##课程时间：##代表单位：##学位类别：,硕士##是品德高尚、学问渊博的人##学位##五代##2年-3年##北京大学、中国科学院等##学术型硕士，专业型硕士
论文,http://www.baike.com/wiki/论文,http://a2.att.hudong.com/81/71/50200009239445155956719568938_s.jpg,学术##爱心助学,论文是一个汉语词语，拼音是lùn wén，古典文学常见论文一词，谓交谈辞章或交流思想。当代，论文常用来指进行各个学术领域的研究和描述学术研究成果的文章，简称之为论文。它既是探讨问题进行学术研究的一种手段，又是描述学术研究成果进行学术交流的一种工具。它包括学年论文、毕业论文、学位论文、科技论文、成果论文等。,名称：##外文名称：##类 型：##作 用：##意 义：##要 求：##字 数：,论文##The paper;the essay##学年论文、毕业论文、学位论文等##描述研究成果##表达自己的学术成果##有引言、正文、参考资料##一般几千字以上
毕业生,http://www.baike.com/wiki/毕业生,http://a2.att.hudong.com/48/13/50200009239445155964133357513_s.jpg,学校##影视作品##电影##电影作品,《毕业生》根据查尔斯·韦伯的同名小说改编而成，由迈克·尼科尔斯执导，达斯汀·霍夫曼、安妮·班克罗夫特等主演。该片于1967年12月21日在美国上映。,中文名：##外文名：##主演：##上映时间：##类别：##导演：##编剧：##影片片长：##语言版本：##画面颜色：##电影等级：##主题曲：##制片成本：##拍摄地点：##制片地点：##拍摄日期：##出品时间：,"毕业生##The Graduate##达斯汀·霍夫曼，安妮·班克罗夫特##1967年12月21日##剧情##迈克·尼科尔斯##巴可·亨利##105分钟##英语##彩色##USA:PG##寂静之声，斯卡保罗集市##$3,000,000##美国##美国##1967年3月 - 1967年8月##1966年3月2日"
系,http://www.baike.com/wiki/系,http://a4.att.hudong.com/16/33/50200009239445155965339831287_s.jpg,,系，多音字（第一版汉字简化，将“系”、“系”、“系”三个不同含义的字统一合并为“系”）：1.xì，有联属关系的：系统。系列。系数。水系。世系。另外，它还是中国的稀有姓氏之一。2.xì（系），是，于公文中可代表“是”，粤语口语中亦为 ：是；对，正确；在。3.jì（系），结，扣：如“系鞋带”“系扣子”。,中文名：##拼音：##外文名：##繁体：##部首：##注 音：##五 笔：##汉字拆分：,系##xì jì##参与##繫##丿##ㄒㄧ##txiu##丿 幺 小
背景,http://www.baike.com/wiki/背景,//www.huimg.cn/entry/images/summary_default270x233.png,,1. 图画、摄影里衬托主体事物的景象。,,
